total_energy_J,elapsed_time_s,model_size,total_parameters,GFLOPs,device_model,manufacturer,sdk_version,model_name,delegate_used,num_threads,cpu_time_ticks,cpu_time_ms,total_time_ms,avg_cpu_percent,memory_process,memory_percent,none_value,none_percent,screen_value,screen_percent,camera_value,camera_percent,bluetooth_value,bluetooth_percent,wifi_value,wifi_percent,dsp_value,dsp_percent,gps_value,gps_percent,radio_value,radio_percent,cpu_value,cpu_percent,battery_value,battery_percent
12.794071409102031,5.627563953399658,0,0,0,SM-A528B,samsung,31,SsdMobilenetV11Metadata1,CPU,4,3963,39630,28003,17.690068921187017,55394,0.00072048104,0.0,0.0,2.9775445379488756,23.27,0.0,0.0,1.171412215245371,9.16,1.639171391757183,12.81,0.0,0.0,0.0,0.0,0.0,0.0,7.005943264150603,54.76,0.0,0.0
